id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
AABCNW0lw-RovMQrOOr4eA,capitol-pizza-littleton,Capitol Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/jtgJag2r3g7yEKTiLS7tRQ/o.jpg,False,https://www.yelp.com/biz/capitol-pizza-littleton?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,10,"[{'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 39.611915, 'longitude': -105.006204}","['delivery', 'pickup']",,"{'address1': '1500 W Littleton Blvd', 'address2': '', 'address3': None, 'city': 'Littleton', 'zip_code': '80120', 'country': 'US', 'state': 'CO', 'display_address': ['1500 W Littleton Blvd', 'Littleton, CO 80120']}",+17204598049,(720) 459-8049,21184.868881687766
8tqTG4DH95MMxbIvzRymAg,denver-biscuit-company-aurora-7,Denver Biscuit Company,https://s3-media1.fl.yelpcdn.com/bphoto/vHFUuiNJS4k5venmrc7krQ/o.jpg,False,https://www.yelp.com/biz/denver-biscuit-company-aurora-7?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,1280,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 39.75223, 'longitude': -104.87738}","['delivery', 'pickup']",$$,"{'address1': '2501 Dallas St', 'address2': None, 'address3': '', 'city': 'Aurora', 'zip_code': '80010', 'country': 'US', 'state': 'CO', 'display_address': ['2501 Dallas St', 'Aurora, CO 80010']}",+13033777900,(303) 377-7900,2165.37560405005
ZL7M731OYpkBgl7T1mwiVw,pizza-bar-66-lyons,Pizza Bar 66,https://s3-media2.fl.yelpcdn.com/bphoto/nANOMcHLnRhc23qRGn1adA/o.jpg,False,https://www.yelp.com/biz/pizza-bar-66-lyons?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,102,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.5,"{'latitude': 40.22498, 'longitude': -105.27084}",['pickup'],$$,"{'address1': '430 Main St', 'address2': '', 'address3': '', 'city': 'Lyons', 'zip_code': '80540', 'country': 'US', 'state': 'CO', 'display_address': ['430 Main St', 'Lyons, CO 80540']}",+13038236262,(303) 823-6262,62278.547051761205
mbrY3doqkZoNDjzLFfXnyQ,parma-trattoria-and-mozzarella-bar-louisville,Parma Trattoria & Mozzarella Bar,https://s3-media4.fl.yelpcdn.com/bphoto/iFSEUeYRSrIH0hSJl4Mnag/o.jpg,False,https://www.yelp.com/biz/parma-trattoria-and-mozzarella-bar-louisville?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,925,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 39.961589, 'longitude': -105.167217}","['delivery', 'restaurant_reservation', 'pickup']",$$,"{'address1': '1132 W Dillon Rd', 'address2': '', 'address3': '', 'city': 'Louisville', 'zip_code': '80027', 'country': 'US', 'state': 'CO', 'display_address': ['1132 W Dillon Rd', 'Louisville, CO 80027']}",+13032842741,(303) 284-2741,34490.95897688967
QAMR-ujpiN4nuggIDMBXaA,difrancos-denver-2,DiFranco's,https://s3-media2.fl.yelpcdn.com/bphoto/6AUea-v8mh2UMod5cydODA/o.jpg,False,https://www.yelp.com/biz/difrancos-denver-2?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,576,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"{'latitude': 39.731024, 'longitude': -104.9863458}","['delivery', 'pickup']",$$,"{'address1': '955 Lincoln St', 'address2': 'Unit D', 'address3': '', 'city': 'Denver', 'zip_code': '80203', 'country': 'US', 'state': 'CO', 'display_address': ['955 Lincoln St', 'Unit D', 'Denver, CO 80203']}",+17202531244,(720) 253-1244,11692.546443328021
x2HjEW0OzZucMh57sZCHxA,red-rocks-beer-garden-morrison,Red Rocks Beer Garden,https://s3-media1.fl.yelpcdn.com/bphoto/q9QVh_dM8eJAQwEGxPZqSQ/o.jpg,False,https://www.yelp.com/biz/red-rocks-beer-garden-morrison?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,98,"[{'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",5.0,"{'latitude': 39.65432, 'longitude': -105.19018}",['delivery'],$$,"{'address1': '116 Stone St', 'address2': None, 'address3': '', 'city': 'Morrison', 'zip_code': '80465', 'country': 'US', 'state': 'CO', 'display_address': ['116 Stone St', 'Morrison, CO 80465']}",+12088617873,(208) 861-7873,31030.047168453595
4LSF_BgZdsNTWr-nqHBeow,sexy-pizza-denver,Sexy Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/Jfw2pPkg_wgSN-JsIx_DKg/o.jpg,False,https://www.yelp.com/biz/sexy-pizza-denver?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,588,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 39.729654049262344, 'longitude': -105.01253165972483}","['delivery', 'pickup']",$,"{'address1': '810 Vallejo St', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80204', 'country': 'US', 'state': 'CO', 'display_address': ['810 Vallejo St', 'Denver, CO 80204']}",+13038308111,(303) 830-8111,13879.854508693075
UBxdI5Qz_gAwm9nkKyjmJw,colorado-pizza-company-elizabeth,Colorado Pizza Company,https://s3-media1.fl.yelpcdn.com/bphoto/7ksso-gG6vhG1n_e0sXV2w/o.jpg,False,https://www.yelp.com/biz/colorado-pizza-company-elizabeth?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,9,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]",4.0,"{'latitude': 39.36151, 'longitude': -104.60191}",[],,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Elizabeth', 'zip_code': '80107', 'country': 'US', 'state': 'CO', 'display_address': ['Elizabeth, CO 80107']}",+13035965772,(303) 596-5772,50045.279682243214
AxeqsdtdOhTVAdL_BXk3fA,jets-pizza-littleton-6,Jet's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/5AAJ2E0IS2pvwgAYczXwZQ/o.jpg,False,https://www.yelp.com/biz/jets-pizza-littleton-6?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,29,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 39.611046, 'longitude': -105.081314}","['delivery', 'pickup']",,"{'address1': '7735-10 W Long Dr', 'address2': None, 'address3': '', 'city': 'Littleton', 'zip_code': '80123', 'country': 'US', 'state': 'CO', 'display_address': ['7735-10 W Long Dr', 'Littleton, CO 80123']}",+17208268200,(720) 826-8200,25667.843418290846
Qdy60i5kuZ3MW9UjfDDUDw,smack-daddy-pizza-and-subs-englewood,Smack Daddy Pizza and Subs,https://s3-media4.fl.yelpcdn.com/bphoto/-BwhBlO29ncAylJ23bSTBg/o.jpg,False,https://www.yelp.com/biz/smack-daddy-pizza-and-subs-englewood?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,80,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.5,"{'latitude': 39.644275764628, 'longitude': -105.024923906746}",['delivery'],$,"{'address1': '3960 S Federal Blvd', 'address2': '', 'address3': '', 'city': 'Englewood', 'zip_code': '80110', 'country': 'US', 'state': 'CO', 'display_address': ['3960 S Federal Blvd', 'Englewood, CO 80110']}",,,19593.302122953737
Ds_CM8v0jijKFt4FrTiFgg,smokin-oak-wood-fired-pizza-broomfield-2,Smokin' Oak Wood-Fired Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/gQJfI0DH9HMltqOVJHw0UA/o.jpg,False,https://www.yelp.com/biz/smokin-oak-wood-fired-pizza-broomfield-2?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,67,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 39.94028046113294, 'longitude': -105.1267844763854}","['delivery', 'pickup']",,"{'address1': '11410 Via Varra', 'address2': 'Ste 300', 'address3': '', 'city': 'Broomfield', 'zip_code': '80020', 'country': 'US', 'state': 'CO', 'display_address': ['11410 Via Varra', 'Ste 300', 'Broomfield, CO 80020']}",+13034980719,(303) 498-0719,30327.367466515196
LYQNm3h2iV6GWx3TzJqmIg,zabbracci-pizza-pasta-and-tap-house-castle-rock-2,"Z'Abbracci - Pizza, Pasta & Tap House",https://s3-media2.fl.yelpcdn.com/bphoto/SRro3gFTZ-BGcLajFsuqdQ/o.jpg,False,https://www.yelp.com/biz/zabbracci-pizza-pasta-and-tap-house-castle-rock-2?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,254,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",3.5,"{'latitude': 39.37282, 'longitude': -104.85963}","['delivery', 'pickup']",$$,"{'address1': '312 Wilcox St', 'address2': '', 'address3': None, 'city': 'Castle Rock', 'zip_code': '80104', 'country': 'US', 'state': 'CO', 'display_address': ['312 Wilcox St', 'Castle Rock, CO 80104']}",+17205354151,(720) 535-4151,43441.71526634902
797qhkJTnLrXBvs14wqVpw,colorado-cherry-company-lyons,Colorado Cherry Company,https://s3-media4.fl.yelpcdn.com/bphoto/TqJeffqeGr8wKBM-DB-daQ/o.jpg,False,https://www.yelp.com/biz/colorado-cherry-company-lyons?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,148,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.274403, 'longitude': -105.359315}",[],$,"{'address1': '12311 N St Vrain Dr', 'address2': None, 'address3': None, 'city': 'Lyons', 'zip_code': '80540', 'country': 'US', 'state': 'CO', 'display_address': ['12311 N St Vrain Dr', 'Lyons, CO 80540']}",+13038232324,(303) 823-2324,71151.94526585353
H8LClNfa7aV3AEiGEvGxHQ,rocky-mountain-slices-denver,Rocky Mountain Slices,https://s3-media2.fl.yelpcdn.com/bphoto/YAz8-mNeKqoaf3uXt6Pp4Q/o.jpg,False,https://www.yelp.com/biz/rocky-mountain-slices-denver?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,22,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 39.7393274851664, 'longitude': -104.988750755762}",[],,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Denver', 'zip_code': '80211', 'country': 'US', 'state': 'CO', 'display_address': ['Denver, CO 80211']}",+16156492005,(615) 649-2005,11640.568879780178
94Gzt7KT7q_UEhdyVAyeJA,parrys-pizzeria-and-taphouse-sheridan,Parry's Pizzeria and Taphouse,https://s3-media2.fl.yelpcdn.com/bphoto/W72CUZWKibg-epf1XtnMJQ/o.jpg,False,https://www.yelp.com/biz/parrys-pizzeria-and-taphouse-sheridan?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,45,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",3.0,"{'latitude': 39.647195, 'longitude': -105.005333}","['delivery', 'pickup']",,"{'address1': '3840 River Point Pkwy', 'address2': None, 'address3': '', 'city': 'Sheridan', 'zip_code': '80110', 'country': 'US', 'state': 'CO', 'display_address': ['3840 River Point Pkwy', 'Sheridan, CO 80110']}",+17206178484,(720) 617-8484,18161.01386283175
nqxZvupVA_XwGPgxy7-uHQ,sebs-wood-fired-pizzas-boulder,Seb's Wood Fired Pizzas,https://s3-media1.fl.yelpcdn.com/bphoto/_jL8QRLUe_CuH_lxSkdexQ/o.jpg,False,https://www.yelp.com/biz/sebs-wood-fired-pizzas-boulder?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,23,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 39.9925, 'longitude': -105.09585}",[],$,"{'address1': None, 'address2': '', 'address3': '', 'city': 'Boulder', 'zip_code': '80026', 'country': 'US', 'state': 'CO', 'display_address': ['Boulder, CO 80026']}",+17208408056,(720) 840-8056,32701.470212957203
FVGF_LyPHHS6cUz0yZaKDQ,pinos-italian-kitchen-and-bar-castle-pines-5,Pino's Italian Kitchen & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/HueuEAu9f5oevlyV1M3L6w/o.jpg,False,https://www.yelp.com/biz/pinos-italian-kitchen-and-bar-castle-pines-5?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,419,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 39.4705494, 'longitude': -104.8799259}","['delivery', 'pickup']",$$,"{'address1': '361 Village Square Ln', 'address2': 'Ste 130', 'address3': '', 'city': 'Castle Pines', 'zip_code': '80108', 'country': 'US', 'state': 'CO', 'display_address': ['361 Village Square Ln', 'Ste 130', 'Castle Pines, CO 80108']}",+13036633421,(303) 663-3421,32636.007223689965
6ThdJligZWCUCKjnbKgKFQ,quality-italian-denver,Quality Italian,https://s3-media2.fl.yelpcdn.com/bphoto/r9mAmsyrAfaUe15dUKLpQA/o.jpg,False,https://www.yelp.com/biz/quality-italian-denver?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,546,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 39.72034414253415, 'longitude': -104.9573377}",['delivery'],$$$,"{'address1': '241 Columbine St', 'address2': '', 'address3': None, 'city': 'Denver', 'zip_code': '80206', 'country': 'US', 'state': 'CO', 'display_address': ['241 Columbine St', 'Denver, CO 80206']}",+13035328888,(303) 532-8888,9884.227709134517
Ej27huBJO2n7PsLqtx_-cA,berthoud-pizza-company-berthoud,Berthoud Pizza Company,https://s3-media3.fl.yelpcdn.com/bphoto/aj-6daW1zXah3YOANskwYw/o.jpg,False,https://www.yelp.com/biz/berthoud-pizza-company-berthoud?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,98,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.305666, 'longitude': -105.080018}",['delivery'],$$,"{'address1': '527 North 4th St', 'address2': '', 'address3': '', 'city': 'Berthoud', 'zip_code': '80513', 'country': 'US', 'state': 'CO', 'display_address': ['527 North 4th St', 'Berthoud, CO 80513']}",+19703445292,(970) 344-5292,63225.687518966864
zNXn9seiTPw4PtOHPwLxCQ,gambinos-littleton,Gambino's,https://s3-media2.fl.yelpcdn.com/bphoto/UjYNpbwEkrA6YzycEczG_g/o.jpg,False,https://www.yelp.com/biz/gambinos-littleton?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,26,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 39.610241576820705, 'longitude': -105.03629}","['delivery', 'pickup']",,"{'address1': '3625 W Bowles Ave', 'address2': 'Unit 8', 'address3': '', 'city': 'Littleton', 'zip_code': '80123', 'country': 'US', 'state': 'CO', 'display_address': ['3625 W Bowles Ave', 'Unit 8', 'Littleton, CO 80123']}",,,22971.07626063342
CTc1pjDh9YsCi16a3loO2A,antonios-pizza-pasta-wings-parker,Antonio's Pizza Pasta Wings,https://s3-media3.fl.yelpcdn.com/bphoto/aVlWqkWJiGVhoPhpAXKf7g/o.jpg,False,https://www.yelp.com/biz/antonios-pizza-pasta-wings-parker?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,148,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"{'latitude': 39.48005, 'longitude': -104.75882}","['delivery', 'pickup']",$$,"{'address1': '12947 S Parker Rd', 'address2': '', 'address3': None, 'city': 'Parker', 'zip_code': '80134', 'country': 'US', 'state': 'CO', 'display_address': ['12947 S Parker Rd', 'Parker, CO 80134']}",+17208515300,(720) 851-5300,32600.641329302176
jyZPybf6t_caF-Jq1yEmbA,mead-pizza-plus-mead,Mead Pizza Plus,https://s3-media3.fl.yelpcdn.com/bphoto/pxrFyW06I9bFMDURBTAthg/o.jpg,False,https://www.yelp.com/biz/mead-pizza-plus-mead?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,51,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 40.2047539, 'longitude': -104.9736252}",['delivery'],$,"{'address1': '4325 Hwy 66', 'address2': '', 'address3': '', 'city': 'Mead', 'zip_code': '80542', 'country': 'US', 'state': 'CO', 'display_address': ['4325 Hwy 66', 'Mead, CO 80542']}",+19705350234,(970) 535-0234,50133.4819507215
tlHLHesfxL0PfMbFR8Chvw,pudge-bros-pizza-denver-14,Pudge Bros Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/1unWHUtMMUDJFYFOR0xThQ/o.jpg,False,https://www.yelp.com/biz/pudge-bros-pizza-denver-14?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,73,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 39.6374774, 'longitude': -104.8980183}","['delivery', 'pickup']",$,"{'address1': '8000 E Quincy Ave', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80237', 'country': 'US', 'state': 'CO', 'display_address': ['8000 E Quincy Ave', 'Denver, CO 80237']}",+17202000700,(720) 200-0700,14459.7062855921
VQkLfjcM6qPoIbHDuOpZow,lodough-bakery-denver,LoDough Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/u6cSq_jn-KE8nVtdIk79Kw/o.jpg,False,https://www.yelp.com/biz/lodough-bakery-denver?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,38,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",4.5,"{'latitude': 39.753604, 'longitude': -104.996362}",[],,"{'address1': '1850 Wazee St', 'address2': 'Ste 150', 'address3': None, 'city': 'Denver', 'zip_code': '80202', 'country': 'US', 'state': 'CO', 'display_address': ['1850 Wazee St', 'Ste 150', 'Denver, CO 80202']}",,,12032.230868709648
9uWZnu9xqKmnEN6pqw5fxw,piccino-wood-oven-pizza-littleton,Piccino Wood Oven Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/fex1zXsQ9Hjm50rD7wZp1Q/o.jpg,False,https://www.yelp.com/biz/piccino-wood-oven-pizza-littleton?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,243,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 39.619659841589936, 'longitude': -105.01632020217599}","['delivery', 'pickup']",$$,"{'address1': '5350 S Santa Fe Dr', 'address2': '', 'address3': '', 'city': 'Littleton', 'zip_code': '80120', 'country': 'US', 'state': 'CO', 'display_address': ['5350 S Santa Fe Dr', 'Littleton, CO 80120']}",+13037942100,(303) 794-2100,21055.240456677708
SLTtowMhT_JHxtR9uSLyCw,ge-jos-original-centennial,Ge-Jo's Original,https://s3-media4.fl.yelpcdn.com/bphoto/UU3QNP32dUGUwUJEd2tfkg/o.jpg,False,https://www.yelp.com/biz/ge-jos-original-centennial?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,97,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 39.579669, 'longitude': -104.905425}",['delivery'],$$,"{'address1': '7200 E Dry Creek Rd', 'address2': 'Bldg R', 'address3': '', 'city': 'Centennial', 'zip_code': '80112', 'country': 'US', 'state': 'CO', 'display_address': ['7200 E Dry Creek Rd', 'Bldg R', 'Centennial, CO 80112']}",+13038623248,(303) 862-3248,20868.09079146146
-gcfKnHk4co7qPE7ejWerw,colonnas-pizza-parker,Colonna's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/QJRo8RCj3sZipqNhnGu5MA/o.jpg,False,https://www.yelp.com/biz/colonnas-pizza-parker?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,254,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,"{'latitude': 39.5114657576035, 'longitude': -104.766658560852}","['delivery', 'pickup']",$$,"{'address1': '11215 S Parker Rd', 'address2': 'Unit A', 'address3': '', 'city': 'Parker', 'zip_code': '80134', 'country': 'US', 'state': 'CO', 'display_address': ['11215 S Parker Rd', 'Unit A', 'Parker, CO 80134']}",+13038405444,(303) 840-5444,29054.744460222784
HF94xiNqCKzez53eaopk9A,serafini-pizzeria-brighton,Serafini Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/If5UsTh_m4-oGwRmfyWWnw/o.jpg,False,https://www.yelp.com/biz/serafini-pizzeria-brighton?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,39,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.0,"{'latitude': 39.9866451, 'longitude': -104.792863}",['delivery'],$$,"{'address1': '2414 E Bridge St', 'address2': '', 'address3': '', 'city': 'Brighton', 'zip_code': '80601', 'country': 'US', 'state': 'CO', 'display_address': ['2414 E Bridge St', 'Brighton, CO 80601']}",+13036595233,(303) 659-5233,25299.678655367323
5QsDlinsY-8Xyc4KRCM_Jg,oasis-pizza-northglenn,Oasis Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/mFOHtcPbB8peaTdra6JNjg/o.jpg,False,https://www.yelp.com/biz/oasis-pizza-northglenn?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,4,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 39.8898101, 'longitude': -104.9934149}",[],$$,"{'address1': '10657 Melody Dr', 'address2': '', 'address3': '', 'city': 'Northglenn', 'zip_code': '80234', 'country': 'US', 'state': 'CO', 'display_address': ['10657 Melody Dr', 'Northglenn, CO 80234']}",+17202853357,(720) 285-3357,18349.811667395003
ssnn7RzhKSawCOIkWCM4Kw,blackjack-pizza-and-salads-denver-13,Blackjack Pizza & Salads,https://s3-media3.fl.yelpcdn.com/bphoto/UfCH2VfVwD4OSzfMx0sACw/o.jpg,False,https://www.yelp.com/biz/blackjack-pizza-and-salads-denver-13?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,81,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.5,"{'latitude': 39.766401, 'longitude': -104.904831}","['delivery', 'pickup']",$,"{'address1': '3535 Quebec St', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80207', 'country': 'US', 'state': 'CO', 'display_address': ['3535 Quebec St', 'Denver, CO 80207']}",+13033214141,(303) 321-4141,4169.538249531396
